Client,Company_Code,Supplier,Supplier_Name,PAN,Country,WTax_Type,WTx,TAN_Exemption,Recipient_Type,Exemption_Number,Exemption_Percentage,Exemption_From,Exemption_To,Exemption_Reason,Exemption_Threshold,Currency
500,1001,DIH00144AA,HANSA RESEARCH GROUP PVT,AAACH9516M,IN,JI,J1,,0001,1AD0526NXJ,60,2026-05-22,2027-03-31,AL,7000000,INR
500,1081,DIP00333AA,PARAMTECH CAD SERVICES,AAHCP6576C,IN,JI,J1,,0001,1NA0826DJW,84,2026-08-06,2027-03-31,AL,36241947,INR
500,1001,DIP00727AA,PLUXEE INDIA PRIVATE LIMI,AALCS9822Q,IN,CP,C1,,0001,1AC0426YUV,87.5,2026-04-15,2027-03-31,AL,20895111,INR
500,1001,DIP00727AA,PLUXEE INDIA PRIVATE LIMI,AALCS9822Q,IN,CI,C1,,0001,1AC0426YUV,87.5,2026-04-15,2027-03-31,AL,20895111,INR
500,1081,DIK00512AA,KINNECT MEDIA PRIVATE LIMITED,ABACS0806Q,IN,JI,J1,,0001,1NA0526XPB,45,2026-05-21,2027-03-31,AL,20000000,INR
500,1081,DIK00512AA,KINNECT MEDIA PRIVATE LIMITED,ABACS0806Q,IN,JP,J1,,0001,1NA0526XPB,45,2026-05-21,2027-03-31,AL,20000000,INR
500,1079,DIT00875AA,THE INDIAN PERFORMING RIGHT,AAACT1594K,IN,JI,J1,,0001,4AA0526QJR4A242,70,2026-05-06,2027-03-31,AL,2900000,
500,1001,DIT00875AA,THE INDIAN PERFORMING RIGHT,AAACT1594K,IN,JI,J1,,0001,4AA0526QJR4A551,70,2026-05-06,2027-03-31,AL,1200000,INR
500,1001,DIC00858AB,CLR FACILITY SERVICES PVT LTD,AADCC5478N,IN,CI,C1,,0001,1NB0526SDZ,92.5,2026-05-29,2027-03-31,AL,28702897,INR
500,1001,DIC00858AA,CLR FACILITY SERVICES PVT LTD,AADCC5478N,IN,CI,C1,,0001,1NB0526SDZ,92.5,2026-05-29,2027-03-31,AL,28702897,INR
500,1081,DIM01158AB,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1001,DIK00212AA,KRIOS INFO SOLUTIONS PRIV,AAFCT7273G,IN,JP,J1,,0001,1NC0726CFF,75,2026-07-14,2027-03-31,AL,180000000,INR
500,1001,DIK00212AA,KRIOS INFO SOLUTIONS PRIV,AAFCT7273G,IN,JI,J1,,0001,1NC0726CFF,75,2026-07-14,2027-03-31,AL,180000000,INR
500,1001,DIF00077AA,FREIGHT SYSTEMS (INDIA),AAACF0677K,IN,CI,C1,,0001,1AD0526MBZ,50,2026-05-21,2027-03-31,AL,4100000,INR
500,1081,DIF00077AA,FREIGHT SYSTEMS (INDIA),AAACF0677K,IN,CI,C1,,0001,1AD0526MCS,50,2026-05-21,2026-09-30,AL,800000,INR
500,1081,DIX00023AC,Xtelify,AABCW6047M,IN,JI,J1,,0001,1AD0526NGJ,77.5,2026-05-21,2027-03-31,AL,56525104,INR
500,1001,DIJ00281AA,JIO HAPTIK TECHNOLOGIES,AAGCR2800L,IN,JI,J1,,0001,1AF0426FEG,95,2026-04-23,2027-03-31,AL,3000000,INR
500,1001,DIT00485AA,TERRIER SECURITY SERVICES,AADCT1832F,IN,CI,C1,,0001,1AA0426VTK,75,2026-04-02,2027-03-31,AL,12992344,INR
500,1081,DIS00698AB,SAFE & SECURE LOGISTICS,AAGCS5100E,IN,CI,C1,,0001,1AC0625VUO,75,2025-06-13,2026-03-31,AL,25000000,INR
500,1001,DIV00395AA,VSERV INFOSYSTEMS PRIVATE,AAFCV6101M,IN,CI,C1,,0001,1NB0926BLY,12.5,2026-09-21,2027-03-31,AL,10754762,INR
500,1001,DIV00395AA,VSERV INFOSYSTEMS PRIVATE,AAFCV6101M,IN,LI,L1,,0001,1NB0926BOK,50,2026-09-21,2027-03-31,AL,915756,INR
500,1001,DIO00139AB,Om Logistics Supply Chain Private,AAECO4660K,IN,CI,C1,,0001,1AG0426GGL,67.5,2026-04-29,2027-03-31,AL,25569000,INR
500,1081,DIM01158AF,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1079,DIF00108AB,FLYJAC LOGISTICS PRIVATE,AABCF2133M,IN,CI,C1,,0001,1NF0726FMH,50,2026-07-30,2027-03-31,AL,4027553,INR
500,1081,DIF00108AB,FLYJAC LOGISTICS PRIVATE,AABCF2133M,IN,CI,C1,,0001,1NF0726FMJ,50,2026-07-30,2027-03-31,AL,21867716,INR
500,1081,DIP00333AB,PARAMTECH ENGINEERING SER,AAHCP6576C,IN,JI,J1,,0001,1NA0826DJW,84,2026-08-06,2027-03-31,AL,36241947,INR
500,1081,DIM00398AR,MAHINDRA LOGISTICS LTD,AAFCM2530H,IN,CI,C1,,0001,1AD0426EMP,60,2026-04-16,2027-03-31,AL,3423983036,INR
500,1081,DIM01158AZ,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1001,DIT00610AA,TeamLease Services Pvt. Ltd.,AABCT5458K,IN,CI,C1,,0001,1AB0326MHW,95,2026-04-01,2027-03-31,AL,314374365,INR
500,1081,DIT00610AA,TeamLease Services Pvt. Ltd.,AABCT5458K,IN,CI,C1,,0001,1AB0326MIN,95,2026-04-01,2027-03-31,AL,7850918,INR
500,1001,DID00203AA,DMC FINISHING SCHOOL PRIVATE,AAKCD4723A,IN,CI,C1,,0001,1AD0526EYR,25,2026-05-19,2027-03-31,AL,953528000,INR
500,1001,DIT00472AA,THE AUTOMOTIVE RESEARCH,AAATT1989P,IN,JI,J3,,0001,1AD0526CUH,100,2026-05-19,2027-03-31,AL,350000000,INR
500,1001,DIT00472AB,THE AUTOMOTIVE RESEARCH,AAATT1989P,IN,JI,J3,,0001,1AD0526CUH,100,2026-05-19,2027-03-31,AL,350000000,INR
500,1001,DIT00472AB,THE AUTOMOTIVE RESEARCH,AAATT1989P,IN,JP,J3,,0001,1AD0526CUH,100,2026-05-19,2027-03-31,AL,350000000,INR
500,1081,DIM01158AG,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1081,DIT00548AA,TALENT HIRED-THE JOB STOR,AAECT4240J,IN,JI,J1,,0001,1AF0426WOG,88,2026-04-27,2027-03-31,AL,13799000,INR
500,1001,DIS00651AA,SEABIRD LOGISOLUTIONS LIMITED,AAECM3609A,IN,CI,C1,,0001,1AA0525TRB,75,2025-05-03,2026-03-31,AL,11242481,INR
500,1001,DID00155AA,DACHSER INDIA PVT LTD,AACCA7791D,IN,CP,C1,,0001,1AB0526LDF,12.5,2026-05-12,2027-03-31,AL,129544037,INR
500,1001,DID00155AA,DACHSER INDIA PVT LTD,AACCA7791D,IN,CI,C1,,0001,1AB0526LDF,12.5,2026-05-12,2027-03-31,AL,129544037,INR
500,1081,DIM01158AR,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1081,DIM01158AS,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1081,DIM01158AI,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1081,DIM01158AW,MLL EXPRESS SERVICES PRIVATE,AACCV3947L,IN,CI,C1,,0001,1AD0526PNS,87.5,2026-05-25,2027-03-31,AL,150000000,INR
500,1079,DIM00398AL,MAHINDRA LOGISTICS LIMITED,AAFCM2530H,IN,CI,C1,,0001,1AD0426EMO,60,2026-04-16,2027-03-31,AL,1202274130,INR
500,1081,DIM00398AL,MAHINDRA LOGISTICS LIMITED,AAFCM2530H,IN,CI,C1,,0001,1AD0426EMP,60,2026-04-16,2027-03-31,AL,3423983036,INR
